"id";"review";"polarity";"aspect";"start_position";"end_position"
1768;"Sabemos que hoteis na Europa são fraquinhos, mas o Cardinal surpreendeu muito! Quarto com um espaço bom, cama confortável, limpissimo e um chuveiro SPA com jatos de agua de todos os lados até massageador nas costas. Delicioso!! Localização perfeita, No centro de Paris, perto da Notre Dame, atendimento da recepção muito bom.  Vale a pena!!";1;"atendimento";291;302
1769;"O hotel só perde pela localização, mas como com o metrô de Paris tudo fica perto, esse ponto acaba sendo minimizado. Fica localizado próximo da estação La Forche.   Os quartos são limpos, os banheiros também e tanto a tv quanto as outras partes pareciam ser novos.  O café da manhã é bem servido com pães, croissant , dúvida e queijos.  Gostei muito e recomendo o hotel.";1;"quarto";168;174
1770;"O melhor pelo custoxbenefício.. o quarto era pequeno, mas pela localização é o melhor que poderíamos encontrar, o Sr. da recepção era muito atencioso e se esforçava em se comunicar conosco, pois como marinheiros de primeira viagem estávamos deslocados no início de nossa estadia, porém nos ajudou com algumas dicas. O café da manhã do hotel era essencial, a cama era excelente... em suma, conseguimos em ultima hora a melhor localização...";-1;"quarto";34;40
1771;"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização. Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho. Sem contar que eles oferecem early check-in com a maior tranquilidade.  Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...";1;"hotel";3;8
1772;"Hotel novo, boa localização, atendimento ágil e cortês. Há 5 minutos do Shopping Total.Ponto negativo: o room-service estava fechado. Fomos atendidos pela nutricionista que foi bem atenciosa e rápida.Recomendamos.";0;"shopping";72;80
1773;"Hotel fica muito próximo ao arco do triunfo e a apenas uns 200 metros da estação de metrô.    A gerente do Hotel é muito simpatica e esta sempre de bom humor, muito prestativa e sempre pronta a responder suas perguntas e a ajudar.    Os quartos são pequenos (pelo que fiquei sabendo, em Paris tudo é assim), tem bom café da manhã, mas não serve almoço e nem jantar, mas não é problema, na própria av carnot vc encontra restaurantes dos mais variados";1;"gerente";96;103
1774;"Hotel para pernoite, quartos antigos porém a limpeza é boa. Muito bem localizado no centro de Porto alegre. Café da manhã é humlide, não espere muito Me hospedei só para um pernoite, não permaneci muito tempo por isso tenho pouco a dizer dos serviços e do atendimento. Check in foi eficiente e o preço é justo pela qualidade que oferecem.";1;"preço";296;301
1775;"Jamais gaste seu rico dinheirinho neste Hotel !  Os quartos são péssimos... só andei de chinelo de tão sujo que parecia.  O banheiro estava pior ainda, com cheiro horrível , pia e banheira entupida. Jamais  ficarei ou indicarei este Hotel. A única coisa boa foi que nos deram o direito de tomar café  na Starbucks, ainda bem, porque se o café fosse na cozinha desse Hotel eu preferiria ficar com fome!";-1;"hotel";40;45
1776;"Hotel muito ruim, cheiro de mofo. Já no check-in fui informado que a lavanderia atrasou na entrega de toalhas!! Última opção...";0;"toalha";102;108
1777;"Hotel com ótima localização mas com instalações velhas. Tomadas nao funcionavam. O quarto tinha cheiro de velho e tive alergia com a roupa de cama. Café da manha é razoavel com poucas opções. Wifi caia a todo momento e nao funcionava depois das 11 da noite.";0;"hotel";0;5
1778;"Hotel impecável pela apresentação, limpeza e comodidade, e além de tudo o preço é muito bom! Tem uma estação de metrô próxima ao Hotel, e é uma rua com excelente gastronomia. Adorei!  Diariamente, uma garrafa de água no quarto de cortesia do hotel, e café solúvel e leite também. O café da manhã é excelente! E Montparnasse é lindíssimo!!!  Quando voltar à Paris, ficarei nesse hotel novamente!!";1;"quarto";220;226
1779;"Foi uma surpresa, no site haviam fotos antigas do apartamento e quando chegamos lá o hotel está sendo reformado e está tudo novo. A localização é excelente, perto de atrações, restaurantes e metrô. Não contratamos o café da manhã por isso não posso dar minha opinião, mas com relação a limpeza gostei muito.";1;"localização";132;143
1780;"Fica situado no final da linha 4 do metro. Comércio farto nas redondezas o que facilita a vida do turista.. Quarto muito pequeno. Estava viajando sozinho e com uma mala e uma mochila. Se estivesse com a minha esposa seria um transtorno pois não há espaço suficiente no quarto. Internet livre nas areas comuns mais com restrições, inclusive o acesso a VOIP não funciona. Foi cobrado uma taxa diaria de permanecia que não é mencioanda no site do Hoteis.com.";-1;"quarto";108;114
1781;"Bem localizado, ao lado da estação de metrô, de lojas interessantes, locais para alimentação.  Limpo e organizado. Quarto grande, com cafeteira para fazer café expresso incluso, assim como a água engarrafada.Funcionários prestativos ajudando com informações, se necessário. Wi-fi grátis. Fácil acesso para caminhar até mesmo para Times Square. Recomendável";1;"quarto";115;121
1782;"Achei o hotel muito bem localizado. O tratamento foi ótimo. Quando cheguei já estavam com as minhas encomendas, que haviam chegado da compra que fiz pela internet. Fiquei no quarto padrão com banheira, que é grande para os padrões de NY! Achei a cama muito confortável e o quarto era limpo. O iPad que fica no quarto ajuda muito, voce pode navegar pela internet através dele. Estava lá durante a passagem do furacão Sandy e me senti segura. Foram superatenciosos. Ficaria lá de novo com certeza!";1;"quarto";174;180
1783;"Muito simples, apartamentos pequenos, e parecem ter sido decorados por São Francisco pessoalmente, 1 cama, 1 cadeira, 1 mesa, 1 frigo bar, e 1 armário (sem portas, que funciona mesmo como cabideiro). Para piorar as coisas, os 2 únicos elevadores do hotel estavam quebrados e não havia outra escolha, se não usar as escadas. O prédio tem 14 andares. No café da manhã, o bufê é também franciscano (pobre de opções), mas dá pro gasto se você vai ficar uma ou duas noites no hotel.";-1;"café da manhã";352;365
1784;"Reservei este hotel por referência de amigos. O preço é muito bom, assim como a localização. Entretanto, o quarto é muito simples, não tem frigobar; o lobby cheira a cigarro; o hotel cobra para receber encomendas (por exemplo, compras pela internet). Não vale a pena voltar!  Room Tip: Peça vista para a Strip e andar mais alto.";1;"preço";48;53
1785;"Muito bom hotel, perto da estação de metro St Lazare, fica localizado perto das principais atrações de Paris para quem gosta de ir caminhando. O café da manhã é bom (pago) e internet bem rápida. O quarto é bem limpo e tem frigobar, janelas que abrem e banheiro limpo e novo. O atendimento sempre foi prestativo mesmo eu não falando francês e inglês. A única coisa é que poderiam colocar pelo menos um atendente que fale espanhol.";1;"hotel";10;15
1786;"Estive por uma semana no hotel. A localização é excelente, além de ter um estação ao lado que, além do metrô, tem a linha RER B (direta ao aeroporto), está próxima a pontos importantes, como Louvre, Luxemburg, Notre Dame, etc.  Recepcionistas super educados e atenciosos.  O Hall do hotel é muito legal, o quarto é bem prático.";1;"localização";34;45
1787;"O hotel segue corretamente os padrões do Mercure o que significa ser bom. Excelente localização, isolamento acústico muito bom. A funcionária que me recebeu na recepção visivelmente não gosta de brasileiros o que causou uma impressão ruim. Os quartos são pequenos e quase não tem espaço para as malas.";-1;"quarto";243;249
1788;"Estou muito satisfeita com este hotel, apesar de tê-lo escolhido pq era um dos poucos que aceitava 5 pessoas no mesmo quarto. Excelente café da manhã e excelente localização. O único inconveniente foi termos encontrado uma meia debaixo das cortinas quando chegamos. Resolvi deixar a meia no mesmo lugar e... a meia continuou lá os 5 dias da nossa estadia!! Zero para a faxina!!!";1;"café da manhã";136;149
1789;"Possui ótima localização, quase em frente a uma das principais estações de metrô, a Bastille. O quarto casal é bem pequeno, mas confortável. O ponto negativo é o banheiro que não possui divisão entre a privada e o chuveiro e também não existe suporte para a mangueira do chuveiro. É preciso segurar com uma mãe e tomar banho com a outra.";-1;"chuveiro";214;222
1790;"Estive por 8 dias hospedado neste hotel com minha familia e posso afirmar com todas as letras que este hotel cumpre o que promete em todos os quesitos oferecidos, e além de tudo é um dos único que oferecem um café da manhã aos moldes dos hotéis no Brasil, incluso na diária, sem contar que na recepção tem café, chocolate e biscoitos o dia inteiro..muita cortesia.  Voltarei com certeza";1;"recepção";293;301
1791;"Foram 10 dias em Paris, o hotel é mutio bom, o pessoal da recepção é muito atencioso, fazem de tudo para agradar. O café da manhã muito bom, bem servido e completo. As acomodações são otimas, tanto o apto duplo como o quadruplo. A rua em que ele está é muito charmosa e tem tudo que se precisa, desde loja de conveniencia, restaurantes, padaria, e locação de bikes para passear por Paris. Quando voltar a Paris, que eu espero que seja em breve, ficarei lá novamente.";1;"hotel";26;31
1792;"Comparando com outros hotéis, o quarto não é tão pequeno. Tem cozinha completa que permite fazer lanches e café da manhã. Para que quiser tomar café no próprio hotel, é o padrão americano, sem muita variedade e quase sempre tem que esperar por um lugar. A localização é segura e perfeita para quem quer proximidade com a Broadway. A limpeza é boa e os funcionários muito atenciosos, se esforçando para falar alguma coisa em português. Com certeza voltarei a este hotel quando for a NY.";1;"localização";256;267
1793;"As fotos não condizem com o que eu encontrei lá. o banheiro é muuuito velho, a torneira quando aberta fazia um barulho que mais parecia um trem chegando, papel de parede do quarto rasgado, o café da manhã bem mais ou menos, enquanto comíamos a mulher começou a resmungar, desligar o ar condicionado, televisão, e retirar a comida, uma falta de respeito, não recomendo.";1;"café da manhã";191;204
1794;"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.";0;"preço";176;181
1795;"O hotel possui uma otima localizaçao e é muito limpo. Porem o elevador sempre pifava. Teve um dia que nao tinha agua quente pra tomar banho e era inverno. O quarto é bem pequeno, como a maioria dos hoteis em Paris. O pessoal da recepçao nao é muito gentil nao. O que compensou tudo isso foi a vista pra torre, sem palavras! Muito lindo! Tem estaçao de metro, otimos restaurantes, mercado, farmacia bem pertinho. Custo beneficio vale a pena.";-1;"elevador";62;70
1796;"Já havia lido muitas críticas sobre o Ibis La Villette.   Mas resolvemos encarar mesmo assim.  O Hotel é realmente longe, mas bem fácil o acesso ao metrô.  Não tivemos nenhum problema qunto a isto.  Única crítica é que o nosso quarto era bem pequeno mesmo. Ruim de guardar as coisas...  Os funcionários são muito simpáticos e alguns até falam portugues.";1;"funcionários";290;302
1797;"De bom o hotel só tem a localização que é perto do aeroporto.Não possui elevador e os quartos são virados para uma avenida supermovimentado e também para a linha de metrô. O barulho é ensurdecedor. O quarto não tem um piso adequado para o frio, tampouco as paredes do quarto. O lençol é fino demais e estava rasgado, o coberto fedia a mofo e o banheiro é hipergelado e pequeno. O ar condicionado/aquecedor era velho e não funcionava direito. O estacionamento é fora do hotel e cobrado a parte. O wi-fi é péssimo e só funcionava no lobby do hotel.";-1;"quarto";86;92
